taxon,justification,threats,status,criteria,pop_trend,RangeSize,PopulationSize,NumberOfSubpopulations,GrowthForms,SensitiveGrowthForm,GenusCollected,SpeciesCollectionThreat,PurposeMedicine,PurposeHorticulture,PurposeFood,PurposeFuel,PurposeMaterials,include
Euphorbia franckiana A.Berger,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia friedrichiae Dinter,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia gariepina Boiss. subsp. gariepina,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia genistoides P.J.Bergius,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia gentilis N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia gerstneriana Bruyns,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,A2cd,Decreasing,31500,,,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia glanduligera Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia globosa (Haw.) Sims,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,EN,"B1ab(ii,iii,v)",Decreasing,1200,,,Dwarf shrub;Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia grandialata R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,360,<5000,,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia grandicornis A.Blanc,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,>20000,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia grandidens Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia gregaria Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia griseola Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia groenewaldii R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,CR,A2ac,Decreasing,54,24731,10,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia gueinzii Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia guerichiana Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia gummifera Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,1599,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia hallii R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,<1000,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia hamata (Haw.) Sweet,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia heptagona L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"Euphorbia herrei A.C.White, R.A.Dyer & B.Sloane","LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,1,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia huttoniae N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia hypogaea Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia inaequilatera Sond.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia inconstantia R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia inermis Mill.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia ingens E.Mey. ex Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia jansenvillensis Nel,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,D2,Unknown,713,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia juttae Dinter,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia knobelii Letty,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,200,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia knuthii Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia kraussiana Bernh.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia limpopoana L.C.Leach ex S.Carter,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,>20000,,,Herb;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia livida E.Mey. ex Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia loricata Lam.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia louwii L.C.Leach,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,300,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia lugardiae (N.E.Br.) Bruyns,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia lydenburgensis Schweick. & Letty,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,<5000,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia maleolens E.Phillips,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia mammillaris L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia mauritanica L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia melanohydrata Nel,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,EN,C2a(i),Decreasing,450,<200,42403,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia meloformis Aiton,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,NT,"B1ab(i,ii,iii,iv,v)",Decreasing,4030,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia monteiroi Hook.f. subsp. ramosa L.C.Leach,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia mossambicensis (Klotzsch & Garcke) Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia multiceps A.Berger,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia multifida N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,,,,Dwarf shrub;Geophyte;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"Euphorbia multifolia A.C.White, R.A.Dyer & B.Sloane","LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,1768,,5,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia muraltioides N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia muricata Thunb.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia namaquensis N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia natalensis Bernh.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia neopolycnemoides Pax & K.Hoffm.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia nesemannii R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,NT,"B1ab(ii,iii,iv,v)",Decreasing,2320,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia obesa Hook.f.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,EN,"B1ab(iv,v)+2ab(iv,v); C2a(i)",Decreasing,626,<500,2,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia oxystegia Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,1116,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia patula Mill.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,2500,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia pedemontana L.C.Leach,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,D2,Stable,<5,,1,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia pentagona Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"Euphorbia pentops A.C.White, R.A.Dyer & B.Sloane","LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,6490,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia perangusta R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,EN,"A2ace; B1ab(iii,v)+2ab(iii,v)",Decreasing,437,<100,,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia phylloclada Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia pillansii N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia polycephala Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,A2ac,Stable,4039,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia polygona Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia procumbens Mill.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia pseudocactus A.Berger,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia pseudoglobosa Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,"B1ab(iii,v)+2ab(iii,v)",Decreasing,<500,<500,,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia pseudotuberosa Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia pulvinata Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia quadrata Nel,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,628,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia radyeri Bruyns,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,16356,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia restituta N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,2911,,>7,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia restricta R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,1900,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia rhombifolia Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia rowlandii R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,NT,D2,Stable,418,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia ruscifolia N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia schinzii Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia schoenlandii Pax,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,<1200,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia sclerophylla Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia sekukuniensis R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,2273,,,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia silenifolia (Haw.) Sweet,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia spartaria N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
